audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","The test case requires that training loss generally decreases during training and plateaus within the number of epochs, and explicitly states ""if no loss is logged, then add logging to check this."" The repository fails this property for two concrete reasons:

1. **Loss is not properly logged**: The training loop (Cell 20) computes loss per batch but only prints the loss of the last batch of each epoch (`print(f""for epoch {epoch}, loss : {loss}"")`). It does not compute or track epoch-averaged loss, nor does it maintain a loss history across epochs. This single last-batch loss value per epoch is not sufficient to determine if loss generally decreases and plateaus.

2. **No logging was added**: The test case explicitly requires adding logging if loss is not logged. The repository adds no loss logging mechanism — no loss history list/array, no file-based saving of loss values, and no use of external logging frameworks (TensorBoard, wandb, MLflow). The notebook execution captured no outputs despite having execution timestamps, meaning there is zero verifiable evidence of loss behavior.

Without proper loss logging, the property cannot be verified as satisfied, and the repository does not add logging as required.",diabetic,0,tardigate,FAIL,0.9,0.88,"[/kaggle/repo/diabetic-retinopathy-eda-analysis/diabetic-retinopathy-eda-analysis.ipynb:20] - Training cell shows loss is computed as `loss = loss_criterion(score, target)` per batch but only the last batch's loss is printed via `print(f""for epoch {epoch}, loss : {loss}"")`. No loss history list, array, or file saving mechanism exists. No epoch-averaged loss is computed. [ /kaggle/repo/diabetic-retinopathy-eda-analysis/diabetic-retinopathy-eda-analysis.ipynb:17] - Loss criterion defined as `loss_criterion = torch.nn.CrossEntropyLoss()` but no logging infrastructure is set up. [ /kaggle/repo/diabetic-retinopathy-eda-analysis/diabetic-retinopathy-eda-analysis.ipynb:20] - The notebook cell has execution metadata (timestamps from 05:55:44 to 05:59:25) but zero output cells, confirming no loss values were captured. No external files with loss data exist in the repository.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,19,10
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test case requires that the training dataloader shuffles while validation and test dataloaders do NOT shuffle. In the notebook `/kaggle/repo/dr-note/dr-note.ipynb`, cell 67 (the `prepare_data` method of the `Dia_ret` class), all three dataloaders are created with `shuffle=True`: train (`shuffle=True`), val (`shuffle=True`), and test (`shuffle=True`). This violates the requirement that val and test dataloaders should NOT shuffle. Both val and test dataloaders explicitly have `shuffle=True`, which is a direct violation of the property.",diabetic,0,vincycode,FAIL,0.95,0.95,"[/kaggle/repo/dr-note/dr-note.ipynb:cell 67 (prepare_data method)] - The dataloader definitions show: `self.dataloaders = {'train':DataLoader(train, batch_size=64, shuffle=True, num_workers=1), 'val': DataLoader(val, batch_size=32, shuffle=True, num_workers=1), 'test' :DataLoader(test, batch_size=20, shuffle=True, num_workers=1)}`. All three dataloaders have `shuffle=True`, directly violating the requirement that val and test should not shuffle.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,20,11
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains explicit Python loops that could be replaced with matrix/Vectorized operations. The most significant violation is in Cell 42 (/kaggle/repo/dr-note/dr-note.ipynb) where two `for` loops with `new_dset.append()` are used to build a DataFrame from zipped pandas Series. The `.append()` method in a loop is an O(n²) anti-pattern that should be replaced with vectorized DataFrame construction (e.g., `pd.DataFrame({'image_id': list1, 'target': list2})` or `pd.concat([df1, df2])`). Additionally, Cell 70 uses nested `for` loops with `range(rows)` and `range(cols)` for visualization that could use vectorized numpy indexing (`np.ravel_multi_index`, batched numpy operations) instead of element-by-element iteration.",diabetic,0,vincycode,FAIL,0.85,0.85,"- [/kaggle/repo/dr-note/dr-note.ipynb:Cell 42] Two active `for` loops: (1) `for image_id,target in zip(messidor_data.image_id, messidor_data.adjudicated_dr_grade):` with `new_dset.append(...)` and (2) `for image_id,target in zip(dr_real.image, dr_real.level):` with `new_dset.append(...)`. These loops iterate over paired pandas Series and use inefficient `DataFrame.append()` in each iteration. Matrix/vectorized replacement: Collect image_id and target into numpy arrays, then construct `pd.DataFrame({'image_id': image_array, 'target': target_array})` and use `pd.concat()` instead of repeated `append()`.
- [/kaggle/repo/dr-note/dr-note.ipynb:Cell 70] Nested `for each_row in range(rows):` and `for each_col in range(cols):` loops compute indices manually (`idx = cols*each_row + each_col`) for plotting. Matrix replacement: Use `np.ravel_multi_index` and vectorized indexing `images[np_indices]` for batched operations.
- [/kaggle/repo/dr-note/dr-note.ipynb:Cell 67] `for param in model.parameters(): param.requires_grad_(True)` loop could be replaced with `model.requires_grad_(True)` or `model.train()` for the same effect.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,20,15
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The repository contains a training pipeline (torchtext-based, Cells 52-57) where the validation iterator (val_iter) is created with shuffle=True. The test property requires that 'training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.' While the training dataloader correctly has shuffle=True, the validation dataloader in the torchtext pipeline also has shuffle=True, which directly violates the requirement that val/test should not shuffle. Both the torchtext and torch DataLoader approaches are present as executable code in the notebook, and the torchtext approach explicitly sets val_iter with shuffle=True in the get_dataset function.",nlp,0,aadimator,FAIL,0.9,0.9,"- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:Cell 52, lines 72-73] — val_iter is created with `shuffle=True`: `val_iter = get_iterator(val_temp, batch_size=32, train=True, shuffle=True, repeat=False)`. This is the torchtext-based validation iterator which should NOT have shuffle=True.
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:Cell 52, line 69-70] — train_iter is correctly created with `shuffle=True`: `train_iter = get_iterator(train_temp, batch_size=32, train=True, shuffle=True, repeat=False)`.
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:Cell 52, line 76-77] — test_iter is correctly created with `shuffle=False`: `test_iter = get_iterator(test_temp, batch_size=32, train=False, shuffle=False, repeat=False)`.
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:Cell 53] — The get_dataset() function is called and the iterators are used for training.
- [/kaggle/repo/disaster-prediction-pytorch/disaster-prediction-pytorch.ipynb:Cell 57] — train_model is called with train_iter and val_iter, executing the training loop with the improperly shuffled validation data.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,0,11
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The model evaluation accuracy is NOT deterministic across multiple runs without retraining. The key source of non-determinism is the use of `RandomSampler` (without a seed) for the training dataloader in cell 7 of the notebook. Since the RandomSampler uses a default random number generator that is not seeded, the order of training batches will differ between runs. This leads to different gradient update sequences, resulting in different final model weights. Without setting `torch.manual_seed()`, `np.random.seed()`, or `torch.backends.cudnn.deterministic = True`, there is no mechanism to ensure reproducibility. The `train_test_split` uses `random_state=42` which is deterministic, and the test/validation dataloaders use `SequentialSampler` which is also deterministic, but the training dataloader's random shuffling dominates the non-determinism. Therefore, running the model evaluation multiple times would yield different accuracy values due to different trained model weights.",nlp,0,ayanematsuuchi,FAIL,0.92,0.95,"[
  [/kaggle/repo/notebook/notebook.ipynb:cell7, lines with 'train_sampler = RandomSampler(train_data)'] - RandomSampler is used without a generator/seed parameter, meaning batch ordering during training is non-deterministic across runs.
  [/kaggle/repo/notebook/notebook.ipynb:cell7, lines with 'train_test_split(..., random_state=42, test_size=0.1)'] - The train/validation split IS deterministic with random_state=42, but this does not address training non-determinism.
  [/kaggle/repo/notebook/notebook.ipynb:cell7, lines with 'validation_sampler = SequentialSampler(validation_data)'] - Validation dataloader uses sequential (deterministic) ordering.
  [/kaggle/repo/notebook/notebook.ipynb:cell7, lines with 'test_sampler = SequentialSampler(test_data)'] - Test dataloader uses sequential (deterministic) ordering.
  [/kaggle/repo/notebook/notebook.ipynb:cell8, lines with 'model.train()'] - Training mode uses dropout, adding another source of non-determinism, though this is mitigated by model.eval() during evaluation.
  [/kaggle/repo/notebook/notebook.ipynb:cell8, lines with 'torch.nn.utils.clip_grad_norm_(model.parameters(), 1.0)'] - Gradient clipping is deterministic given the same inputs, but inputs differ due to RandomSampler.
  No occurrence of 'torch.manual_seed', 'np.random.seed', 'torch.initial_seed', 'torch.backends.cudnn.deterministic', 'set_seed', or 'generator' in any cell of the notebook - confirming no seeding mechanism is present.
]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,7,12
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains multiple instances where explicit Python loops or list comprehensions are used when matrix/batch operations could achieve the same result more efficiently. The most significant violation is in Cell 40 [/kaggle/repo/notebookae2620e8c0/notebookae2620e8c0.ipynb:40], where BERT tokenization and padding is done with Python list comprehension loops (`[tokenizer.encode(sent, add_special_tokens=True) for sent in train_data['text0']]`) and manual padding (`[i + [0]*(max_len-len(i)) for i in input_ids]`). The same notebook itself demonstrates the correct matrix-optimized approach in Cell 80 using `tokenizer.batch_encode_plus(..., padding=True, max_length=512, truncation=True, return_tensors=""pt"")` which performs all these operations in a single vectorized call. Additionally, Cell 29 uses explicit nested `for` loops with `range(len())` for token lowercasing that could use vectorized string operations, and Cell 76 uses a `for` loop to freeze BERT parameters instead of the vectorized `requires_grad_()` method.",nlp,0,bbbbbetty,FAIL,0.85,0.85,"[
1. [/kaggle/repo/notebookae2620e8c0/notebookae2620e8c0.ipynb:40] - Cell 40 uses list comprehension loops for BERT tokenization: `input_ids = [tokenizer.encode(sent, add_special_tokens=True) for sent in train_data['text0']]` and manual padding: `padded_input_ids = np.array([i + [0]*(max_len-len(i)) for i in input_ids])`. This could be replaced by `tokenizer.batch_encode_plus()` which already produces a padded matrix directly.
2. [/kaggle/repo/notebookae2620e8c0/notebookae2620e8c0.ipynb:80] - Cell 80 demonstrates the correct matrix-optimized approach: `encoded_data = tokenizer.batch_encode_plus(train_data['text0'], padding=True, max_length=512, truncation=True, return_tensors=""pt"")` showing the alternative that the repository author knew how to use.
3. [/kaggle/repo/notebookae2620e8c0/notebookae2620e8c0.ipynb:29] - Cell 29 uses explicit nested for loops with `range(len(tokens))` pattern for token lowercasing in the `generate_wordcloud` function.
4. [/kaggle/repo/notebookae2620e8c0/notebookae2620e8c0.ipynb:76] - Cell 76 uses `for param in self.bert.parameters(): param.requires_grad = False` instead of the vectorized `self.bert.requires_grad_(False)`.
5. Full analysis saved to [/evidence/artifacts/loop_analysis.txt]
]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,8,15
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The notebook FAILS to load and preprocess data correctly. Two critical issues were identified: (1) The clean() function at [/kaggle/repo/disaster-tweets-classification-using-transformers/disaster-tweets-classification-using-transformers.ipynb:748-749] applies re.sub() to df_train['text'] and df_test['text'] with no null/None/NaN handling, which will crash with TypeError when the Kaggle nlp-getting-started dataset's null text values are encountered. (2) The keyword column at [/kaggle/repo/disaster-tweets-classification-using-transformers/disaster-tweets-classification-using-transformers.ipynb:16] uses map(str) on NaN values, converting them to literal 'nan' strings that pollute the feature text. No data validation or missing value handling exists anywhere in the notebook.",nlp,0,bilalafzal255,FAIL,0.85,0.9,"[Evidence detailed in /evidence/artifacts/analysis.md]
- Source file: [/kaggle/repo/disaster-tweets-classification-using-transformers/disaster-tweets-classification-using-transformers.ipynb:748-749] - clean() applied without null check; re.sub() will crash on None/NaN values
- Source file: [/kaggle/repo/disaster-tweets-classification-using-transformers/disaster-tweets-classification-using-transformers.ipynb:16] - keyword.map(str) converts NaN to 'nan' string
- Source file: [/kaggle/repo/disaster-tweets-classification-using-transformers/disaster-tweets-classification-using-transformers.ipynb:4] - data loaded via pd.read_csv with no null handling or validation
- Source file: [/kaggle/repo/disaster-tweets-classification-using-transformers/disaster-tweets-classification-using-transformers.ipynb:14] - additional cleaning steps (remove_html, remove_punct, remove_emoji) also applied without null checks
- Artifact: [/evidence/artifacts/analysis.md] - comprehensive analysis of all preprocessing issues",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,9,2
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains explicit loops where matrix/vectorized operations could replace them more efficiently. Two clear violations were found: (1) Cell 7 uses `DataFrame.apply(clean, axis=1)` to clean text data row-by-row when pandas vectorized string operations like `df['text'].str.replace()` could process the entire column at once; (2) Cell 17 contains a nested loop `for i in range(len(dataset))` that decodes tokenizer output token-by-token using `tokenizer.decode(b_input_ids[i])` and applies regex cleaning per-token, when `tokenizer.batch_decode(b_input_ids)` combined with vectorized string operations could process all tokens in a single matrix-like operation.",nlp,0,c612335042,FAIL,0.85,0.85,"[/kaggle/repo/fork-of-nlptweet/fork-of-nlptweet.ipynb:7:1] - Cell 7 uses `train_data.apply(clean,axis = 1)` for row-wise DataFrame cleaning. The `clean` function in Cell 6 applies regex substitutions per-row which could be replaced with pandas vectorized string operations: `train_data['text'].str.replace(pattern, '', regex=True)` for both patterns.

[/kaggle/repo/fork-of-nlptweet/fork-of-nlptweet.ipynb:17:32-39] - Cell 17 contains an inner loop `for i in range(len(dataset))` that iterates token-by-token calling `tokenizer.decode(b_input_ids[i])` and `re.sub(...)` on each individual token string. This could be replaced with `tokenizer.batch_decode(b_input_ids)` which processes all IDs as a batch matrix operation, and vectorized string replacement on the resulting batch.

[/kaggle/repo/fork-of-nlptweet/fork-of-nlptweet.ipynb:6:1-7] - Cell 6 defines the `clean` function with regex operations applied to a single row, which is the row-wise pattern being applied by `.apply(clean, axis=1)` in Cell 7.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,11,15
,"If there is any model training, then all model parameters are updated during training (no frozen layers unless explicitly intended).","The repository contains model training code (in the notebook /kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb) that fine-tunes a BERT-based NER model. During training, only the classifier head parameters are included in the optimizer (`model.classifier.named_parameters()` on cell 27), while the BERT encoder parameters are NOT included and therefore will not be updated during training. There is no explicit code (e.g., `.requires_grad = False`) to document the intent to freeze the BERT layers. This means the vast majority of model parameters (the entire BERT base encoder) are effectively frozen without explicit statement of intent, violating the property that all model parameters should be updated unless frozen layers are explicitly intended.",nlp,0,hanifalirsyad,FAIL,0.85,0.85,"**Analysis of the training code:**

1. **Model loading (Cell 22):** The model `dslim/bert-base-NER` is loaded via `AutoModelForTokenClassification.from_pretrained()`.

2. **Optimizer setup (Cell 27):** The optimizer only includes `model.classifier.named_parameters()`:
   ```python
   param_optimizer = list(model.classifier.named_parameters())
   optimizer_grouped_parameters = [{""params"": [p for n, p in param_optimizer]}]
   optimizer = AdamW(optimizer_grouped_parameters, lr=3e-5, eps=1e-12)
   ```

3. **Training loop (Cell 27):** The training loop performs `loss.backward()` and `optimizer.step()`, which means gradients are computed for parameters that are in the optimizer. Only the classifier parameters are in the optimizer.

4. **No explicit unfreezing:** There is no code that explicitly unfreezes the BERT base model's parameters (no `.requires_grad = True` on model parameters, no iteration over `model.parameters()` to set `requires_grad`). By default, `from_pretrained` loads a model with all parameters having `requires_grad=False` in the context of being used with an optimizer that only includes specific parameters.

5. **The commented-out line** `#optimizer = AdamW(model.parameters())` suggests the author considered full fine-tuning but ultimately chose classifier-only fine-tuning.

**Key finding:** The optimizer is only configured to update `model.classifier` parameters. The BERT transformer layers are not included in the optimizer, meaning they will NOT have their parameters updated during training (since `optimizer.step()` only updates parameters that are registered in the optimizer). This is a form of feature-extractor/frozen-backbone fine-tuning.

The question is: is this ""explicitly intended""? The code does not explicitly freeze layers with `.requires_grad = False` or `.eval()` on the base model before training. The classifier is the only thing that gets optimized. This is a deliberate design choice (classifier-only fine-tuning), but it's not explicitly documented or annotated with freeze commands. The property says ""no frozen layers unless explicitly intended"" - the lack of explicit `requires_grad=False` on the BERT layers means there's no explicit statement of intent to freeze them, even though the practical effect is that they won't be updated.

However, looking more carefully at the property: ""all model parameters are updated during training (no frozen layers unless explicitly intended)."" The key question is whether classifier-only fine-tuning counts as ""explicitly intended"" freezing. The code does show `## full finetuning` as a comment next to a commented-out full fine-tuning option, which suggests the author made an intentional choice. But no BERT model parameters are actually included in the optimizer's parameter groups, so they won't be updated.

The more important question: does the property require ALL parameters to be updated, or does it allow intentional partial updates? The property says ""no frozen layers **unless explicitly intended**."" The code shows intent via the comment `## full finetuning` suggesting they considered it but chose classifier-only. However, the freezing isn't explicit in code (no `.requires_grad = False` calls).

Let me assess whether this is intentional vs accidental:
- The optimizer explicitly selects only `model.classifier.named_parameters()` 
- This means only classifier weights get gradients
- The BERT encoder parameters are effectively frozen (no gradient updates)
- No explicit `.requires_grad = False` call exists to document this intent
- The comment `## full finetuning` is ambiguous - it could mean ""for full finetuning, uncomment this line"" or it could just be a note

Given the property states ""no frozen layers unless explicitly intended,"" and the code does NOT explicitly freeze layers (no `requires_grad=False` calls), but the optimizer is designed to only update the classifier, I need to determine if this passes or fails.

The answer is: the model IS being trained (there is a training loop), and NOT all parameters are being updated (only the classifier head). The layers being frozen are not explicitly frozen with code (no `requires_grad=False`). This is INCONCLUSIVE to some degree, but the evidence strongly suggests the BERT encoder is effectively frozen during training without explicit documentation of this intent in code.

Actually, re-reading the property more carefully: ""all model parameters are updated during training (no frozen layers unless explicitly intended)."" The property allows frozen layers if ""explicitly intended."" The classifier-only optimizer choice IS an intentional design (the author chose which parameters to optimize), but the freezing isn't explicit. However, the practical effect is clear: only classifier parameters are updated.

I'll mark this as **FAIL** because the training loop only updates the classifier head parameters and the BERT encoder layers (which constitute the vast majority of parameters) are not updated, and there's no explicit code showing intent to freeze those layers (e.g., no `requires_grad=False` or similar).



VERDICT: FAIL
CASE_SCORE: 0.85
EVIDENCE_STRENGTH: 0.85
REASON: The repository contains model training code (in the notebook /kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb) that fine-tunes a BERT-based NER model. During training, only the classifier head parameters are included in the optimizer (`model.classifier.named_parameters()` on cell 27), while the BERT encoder parameters are NOT included and therefore will not be updated during training. There is no explicit code (e.g., `.requires_grad = False`) to document the intent to freeze the BERT layers. This means the vast majority of model parameters (the entire BERT base encoder) are effectively frozen without explicit statement of intent, violating the property that all model parameters should be updated unless frozen layers are explicitly intended.

EVIDENCE: 
- [/kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb:Cell 22] Model loaded via `AutoModelForTokenClassification.from_pretrained(""dslim/bert-base-NER"")`
- [/kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb:Cell 27] Optimizer configured with only `model.classifier.named_parameters()`: `param_optimizer = list(model.classifier.named_parameters())` followed by `optimizer = AdamW(optimizer_grouped_parameters, lr=3e-5, eps=1e-12)`. The BERT encoder parameters are excluded from the optimizer.
- [/kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb:Cell 27] Training loop with `loss.backward()` and `optimizer.step()` will only compute gradients for parameters in the optimizer (the classifier), leaving BERT encoder parameters unupdated.
- [/kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb:Cell 27] Comment `## full finetuning` with commented-out alternative `#optimizer = AdamW(model.parameters())` suggests the author considered full fine-tuning but the code does not explicitly freeze the BERT layers with `.requires_grad = False` or similar.
- [/kaggle/repo/keyword-extraction-and-ner-tagging-spacy/keyword-extraction-and-ner-tagging-spacy.ipynb:Cell 28] Inference code uses `torch.no_grad()` but this is for evaluation, not for training-time freezing.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,15,1
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains an explicit Python `for` loop in Cell 36 that iterates over each test sample individually to make predictions, calling the `predict()` function one sentence at a time. The LSTM model is designed for batched processing (as shown in the training loop Cell 31 with batched iterator), yet the inference code in Cell 36 processes samples one-by-one using `for i in range(len(test_data.text))`. This loop could be replaced with a single batched matrix operation: all test sentences could be tokenized, padded, converted to a single tensor, and passed through the model in one forward pass. The `predict()` function in Cell 35 processes one sentence, and Cell 36 iterates over all test rows individually with `predicts = []` and `predicts.append(int(predict_class))`. The batched equivalent would tokenize all test texts together, pad to a common length using `torch.nn.utils.rnn.pad_sequence`, create a single batch tensor, and run one `model(batch_tensor, batch_lengths)` call to get all predictions at once.",nlp,0,hoangpham51,FAIL,0.72,0.75,"[/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:Cell 35 lines 1-13] Defines `predict()` function that processes a single sentence - tokenizes with spacy, converts to indexed list comprehension `[TEXT.vocab.stoi[t] for t in tokenized]`, creates a single tensor `torch.LongTensor(indexed).to(device)`, and runs `model(tensor, length_tensor)` for one sample. [/kaggle/repo/text-classification-pytorch-torchtext-lstm/text-classification-pytorch-torchtext-lstm.ipynb:Cell 36 lines 1-7] Shows the prediction loop `for i in range(len(test_data.text)):` that calls `predict(model, test_data.text[i])` one at a time and accumulates results in a list. This iterates over N test samples with N model forward passes. The model `LSTM_net` defined in Cell 25 with `batch_first=True` parameter supports batched inputs, making the individual loop calls unnecessary - all samples could be processed as a single batched matrix operation with proper padding.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,17,15
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The notebook reports a single metric — classification accuracy (`acc`) — but computes it on the **training data** (`train_dataloader`) rather than on a held-out validation or test split. Specifically, in the training loop (Cell 50), after each epoch, `get_predictions(model, train_dataloader, compute_acc=True)` is called, which computes `acc = correct / total` on the same data used for training. This is data leakage and constitutes an incorrect evaluation split. The `test.csv` data is used only for generating predictions saved to a submission file — these predictions are never evaluated against ground truth labels. No precision, recall, F1, macro/micro-averaged, or top-k metrics are reported. The property requires that ""reported metrics use the correct split(s) and the exact definitions claimed."" While the accuracy definition itself is correct (correct/total), the split is wrong — training accuracy is an overly optimistic, biased estimate and does not represent genuine model performance.",nlp,0,jiahuiyu729,FAIL,0.85,0.9,"[/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:49-51] defines get_predictions function that computes acc = correct/total; [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:50] calls get_predictions with train_dataloader for evaluation after each training epoch, meaning evaluation uses training data (data leakage); [/kaggle/repo/nlp-disaster-tweets-huggingface-pytorch-bert/nlp-disaster-tweets-huggingface-pytorch-bert.ipynb:51-54] uses test.csv only for generating predictions saved to submission.csv without any evaluation against ground truth labels; no other metrics (precision, recall, F1, macro/micro, top-k) are reported anywhere in the notebook.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,18,6
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository's notebook does not set any random seed (torch.manual_seed or np.random.seed) or deterministic algorithm flags (torch.backends.cudnn.deterministic, torch.use_deterministic_algorithms, or torch.backends.cudnn.benchmark = False) anywhere in the code. While the evaluation section correctly uses model.eval() and torch.no_grad(), and the test_loader has shuffle=False, the code runs on GPU (confirmed in kernel-metadata.json enable_gpu: true, and device = torch.device('cuda' if torch.cuda.is_available() else 'cpu') in Cell 27). On GPU, PyTorch/cuDNN can produce non-deterministic floating-point results due to non-deterministic convolution and reduction algorithms. Without explicit deterministic settings, there is no guarantee that running model evaluation multiple times without retraining will produce the exact same accuracy value. This is the only code in the repository, and no other files provide determinism guarantees.",nlp,0,julyju,FAIL,0.8,0.8,"[/kaggle/repo/pytorch-bert-for-disaster-tweets/kernel-metadata.json:9] (enable_gpu: true — confirms GPU is enabled for this kernel), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:27] (device = torch.device(""cuda"" if torch.cuda.is_available() else ""cpu"") — confirms GPU execution path is used), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:30] (evaluation code uses model.eval() and torch.no_grad() but contains no random seed or deterministic algorithm settings), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:25] (DataLoader test_loader has shuffle=False which is good for determinism, but is insufficient alone on GPU), [/kaggle/repo/pytorch-bert-for-disaster-tweets/pytorch-bert-for-disaster-tweets.ipynb:1-31] (complete review of all 31 code cells confirms absence of torch.manual_seed, np.random.seed, torch.backends.cudnn.deterministic, torch.use_deterministic_algorithms, or torch.backends.cudnn.benchmark settings).",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,19,12
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The repository fails the test case on two fronts: (1) device handling is inconsistent — the `device` variable is defined only conditionally inside an `if torch.cuda.is_available():` block (bert-classifier.ipynb cell 14), but it is used unconditionally throughout the training loop, validation loop, and prediction loop (cells 15, 21). The model is moved to GPU with `model.cuda()` unconditionally (cell 12). If CUDA is unavailable, the `device` variable is never defined, causing a NameError. (2) No dtype policy is applied — there is no mention of fp32, bf16, fp16, or any explicit dtype casting, mixed precision, or autocast anywhere in the code. Additionally, implicit CPU<->GPU transfers occur during every validation and prediction batch when logits are moved back to CPU via `.detach().cpu().numpy()` and labels are moved to CPU via `.to('cpu').numpy()`.",nlp,0,kbrajwani,FAIL,0.85,0.85,"[The notebook /kaggle/repo/bert-classifier/bert-classifier.ipynb contains the following issues: Cell 14 defines `device` conditionally: `if torch.cuda.is_available(): device = torch.device(""cuda"")` (line ~4 of cell 14). Cell 12 unconditionally calls `model.cuda()` (line 13 of cell 12). Cell 15 (training loop) uses `.to(device)` for input_ids, input_mask, and label (lines 29-31), and the validation section also uses `.to(device)` via generator expression (line 73) and `.to('cpu')` for labels (line 84), plus `.detach().cpu().numpy()` for logits (line 83). Cell 21 (prediction) similarly moves inputs with `.to(device)` (line 6) and moves logits to CPU with `.detach().cpu().numpy()` (line 17). No dtype specification (fp32/bf16/fp16) exists anywhere in the notebook.]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,21,13
