audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The test requires that the training dataloader shuffles or the training dataset is shuffled for training, and that val/test do not shuffle. In this repository's notebook, there is no DataLoader used anywhere, and there is no explicit shuffling of the training dataset during training. Both the deep learning training loop (CELL 116) and the GNN training loop (CELL 134) iterate over the same fixed data each epoch without any randomization or shuffling. The training data (x_train_numpy, features) is passed to the model in its original order for every epoch.",titanic,0,yawong1983,FAIL,0.9,0.9,"- Notebook source: /kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb
- No DataLoader or shuffle anywhere in the code (no `DataLoader`, `shuffle=True`, `RandomSampler`, or manual shuffling found)
- Deep learning training (CELL 116, lines ~116): uses `x_train_numpy = x_train.to_numpy()` and `torch.Tensor(x_train_numpy)` directly without any shuffling — same fixed data each epoch
- GNN training (CELL 134, lines ~134): uses `logits = model(g, features)` with masks `logits[train_mask]` — iterates over all nodes in fixed order, no shuffling
- train_test_split in CELL 103 uses `random_state=42` only for the split, not for training-time shuffling
- SMOTE in CELL 97 uses `random_state=42` only for resampling, not training-time shuffling",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,44,11
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository does NOT demonstrate deterministic accuracy when running model evaluation multiple times without retraining. The notebook contains two neural network models (a 3-layer fully connected model and a GraphSAGE model) that are trained via backpropagation with Adam optimizer. Neither model has any random seed set (no `torch.manual_seed`, `np.random.seed`, or any seeding mechanism) before model initialization or training. Neural network weight initialization is randomized by default, and Adam optimizer's behavior can also vary across runs due to floating-point non-determinism. Additionally, the sklearn RandomForest model is wrapped in GridSearchCV (cell 105) without a `random_state` parameter, meaning the cross-validation splits are also non-deterministic. While SMOTE and train_test_split have `random_state=42`, this does not address the randomness in the neural network training or the GridSearchCV cross-validation. Without setting random seeds before model initialization and training, the model weights will differ between runs, leading to potentially different evaluation accuracy values.",titanic,0,yawong1983,FAIL,0.92,0.88,"- [titanic-ml-dl-gnn-val-accuracy-0-86.ipynb] Cells 114-117: The deep learning training function `training()` creates a `Model2()` without any random seed set. PyTorch weight initialization is random by default. No `torch.manual_seed()` is called before or during training.
- [titanic-ml-dl-gnn-val-accuracy-0-86.ipynb] Cells 127, 132-134: The GraphSAGE model is created with `GraphSAGE(in_feats, hidden_feats, num_classes, 0)` without any random seed set. No `torch.manual_seed()` is called before model initialization. Training runs for 2000 epochs with Adam optimizer.
- [titanic-ml-dl-gnn-val-accuracy-0-86.ipynb] Cell 105: GridSearchCV for RandomForest is created with default parameters - no `random_state` is set, meaning the 5-fold cross-validation splits are non-deterministic.
- [titanic-ml-dl-gnn-val-accuracy-0-86.ipynb] No occurrence of `torch.manual_seed`, `np.random.seed`, or `random.seed` anywhere in the notebook. Only `random_state=42` appears for SMOTE (cell 97) and train_test_split (cell 103), which do not address model training randomness.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,44,12
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains multiple instances of explicit Python loops where vectorized matrix/pandas operations could implement the same operations more efficiently. The most significant violations are: (1) Cell 37 uses a for-loop over ages 1-80 computing cumulative survival rates row-by-row, which could use np.searchsorted or groupby/cumsum; (2) Cell 65 iterates over dictionary keys to do sequential string replacements, which could build a single mapping and call replace once; (3) Cell 69 uses a for-loop with .loc to fill missing Age values with group medians, which could use groupby('Initial')['Age'].transform('median') for vectorized execution; (4) Cell 84's C_to_Number function uses nested for-loops to build dictionaries and map values, which could use pd.Categorical.codes; (5) Cell 90's convert_onehot function calls pd.get_dummies iteratively per column instead of passing all columns at once; and (6) Cell 35 iterates over pclass values for KDE plotting instead of using hue parameter. These are not training loops (which are inherently iterative) but data processing operations that are well-suited for vectorization.",titanic,0,yawong1983,FAIL,0.92,0.9,"1. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 37, lines 4-7] - `for i in range(1, 80):` loop computing cumulative survival rates by filtering and summing per iteration, instead of using vectorized numpy/pandas operations like np.searchsorted or groupby with cumsum.
2. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 65, lines 1-3] - `for k in new_title.keys():` loop calling `.replace()` for each key-value pair sequentially instead of building a single mapping dictionary and calling `.replace()` once on each DataFrame.
3. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 69, lines 1-5] - `for i in range(len(tmp)):` loop using `.loc` with scalar assignments to fill missing Age values with group medians instead of vectorized `df.groupby('Initial')['Age'].transform('median')`.
4. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 84, lines 8-12] - Nested `for` loops building dictionaries and calling `.map()` per categorical column instead of using `pd.Categorical.codes` or sklearn LabelEncoder.
5. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 90, lines 4-5] - `for col in c_cols:` loop calling `pd.get_dummies` iteratively per column instead of passing all columns at once: `pd.get_dummies(df, columns=c_cols, ...)`.
6. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 35, line 5] - `for i in range(1, 4):` loop over pclass values for KDE plotting instead of using seaborn's `hue='Pclass'` parameter.
7. [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 11, line 2] and [/kaggle/repo/titanic-ml-dl-gnn-val-accuracy-0-86/titanic-ml-dl-gnn-val-accuracy-0-86.ipynb:cell 12, line 0] - `for col in df_train.columns:` / `for col in df_test.columns:` loops computing null percentages iteratively instead of using vectorized `df.isnull().mean() * 100`.

Analysis artifacts: [/evidence/artifacts/analysis.md] and [/evidence/artifacts/loop_categorization.md]",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,44,15
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The Trainer class in Cell 9 creates nn.CrossEntropyLoss() on the default device (CPU) and never moves it to self.device. The model (self.net) is moved to device via self.net.to(self.device), and inputs/labels are moved via inputs.to(self.device) and labels.to(self.device). When CUDA is available, the criterion remains on CPU while model outputs and labels are on GPU. This means the loss computation involves implicit CPU<->GPU transfer, violating both the ""consistently moved to one device"" and ""no implicit CPU<->GPU transfers"" requirements. The criterion should have been moved with: self.criterion.to(self.device).",titanic,0,yuki26i,FAIL,0.85,0.9,"[/kaggle/repo/titanic-yu/titanic-yu.ipynb:Cell 9, lines 31-33 (self.net.to(self.device) then self.criterion = nn.CrossEntropyLoss() without .to(self.device)), lines 59-60 (inputs.to(self.device) and labels.to(self.device)), line 67 (loss = self.criterion(outputs, labels) with criterion on different device from inputs/outputs), /kaggle/repo/titanic-yu/titanic-yu.ipynb:Cell 10 (Evaluator does not have this issue as it uses no criterion), /kaggle/repo/titanic-yu/kernel-metadata.json (kernel enable_gpu: false, so default device is CPU but the code pattern is still incorrect for GPU usage)]",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,45,13
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The notebook contains a clear data preprocessing bug in Cell 9 where `StandardScaler().fit_transform()` is called on the test set instead of using `transform()`. The correct pattern would be to `fit_transform` on the training data and then `transform` on the test data. The code calls `fit_transform` on both sets, causing data leakage and incorrect scaling of test features — the test features would be scaled using test-set statistics rather than training-set statistics, making the feature values unreasonable for the model. The specific buggy line is: `test_df[num_cols] = scaler.fit_transform(test_df[num_cols])` which should be `test_df[num_cols] = scaler.transform(test_df[num_cols])`.",titanic,0,yuntant,FAIL,0.85,0.85,"[/kaggle/repo/getting-started-with-titanic-pytorch/getting-started-with-titanic-pytorch.ipynb:Cell 9] - The preprocessing code shows:
```
from sklearn.preprocessing import StandardScaler

scaler = StandardScaler()
train_df[num_cols] = scaler.fit_transform(train_df[num_cols])
test_df[num_cols] = scaler.fit_transform(test_df[num_cols])
```
The second line (`test_df[num_cols] = scaler.fit_transform(test_df[num_cols])`) incorrectly refits the scaler on test data instead of applying the already-fitted scaler. The `num_cols` variable is `['FamilySize']` (defined in Cell 5 at `/kaggle/repo/getting-started-with-titanic-pytorch/getting-started-with-titanic-pytorch.ipynb`). This violates the test requirement that ""data is preprocessed correctly"" and that ""feature values are reasonable.""",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,46,2
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test case requires that the repository demonstrate a label randomization sanity check - i.e., that randomizing the labels causes accuracy to drop to near random guessing baseline on a validation set. After thoroughly examining all 168 cells in the notebook (fastai-lesson-5-linear-model-and-neural-net.ipynb), there is zero code that: (1) randomizes, shuffles, or permutes the labels (t_dep, val_dep, trn_dep), (2) trains a model on randomized labels to establish a baseline, or (3) compares the model's accuracy against a randomized-label accuracy. The notebook builds and trains models, splits data into train/validation sets using RandomSplitter (seed=42), and computes accuracy with the acc() function on properly labeled data. However, it never performs a label randomization sanity check to verify that the model is learning actual signal rather than overfitting to patterns in the features. The absence of this diagnostic is directly verifiable from the source code.",titanic,0,yzxycst,FAIL,0.9,0.85,"[/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:1-168] - Full notebook inspection across all 168 cells. The dependent variable is defined in cell 34 as `t_dep = tensor(df.Survived)`, split into train/validation in cell 77 as `trn_dep = t_dep[trn_split]` and `val_dep = t_dep[val_split]`, and accuracy is computed in cell 96 as `def acc(coeffs): return (val_dep.bool()==(calc_preds(coeffs, val_indep)>0.5)).float().mean()`. No cell anywhere in the notebook contains code to randomize labels, shuffle dependent variables, or compute a randomized-label baseline accuracy.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,47,7
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The notebook trains a linear model and neural network from scratch using PyTorch tensors. The training data is split into training and validation sets using RandomSplitter, but there is NO shuffling of the training dataset during training. The `one_epoch` function (cell 80) computes loss on the entire training dataset in its original order: `loss = calc_loss(coeffs, trn_indep, trn_dep)` — it processes all rows sequentially. The `train_model` function (cell 83) iterates over epochs calling `one_epoch`, with no shuffling between epochs. There is no DataLoader, no Sampler, no shuffle parameter, and no manual random reordering of training data. The validation set is used only for accuracy evaluation without shuffling, which satisfies that part of the test case. However, the key requirement — that the training dataloader or training dataset should be shuffled — is not met.",titanic,0,yzxycst,FAIL,0.95,0.95,"[/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:72] (RandomSplitter used for train/val split), [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:77] (training and validation tensors extracted using split indices: `trn_indep = t_indep[trn_split]`, `val_indep = t_indep[val_split]`), [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:80] (one_epoch function computes loss on entire training set in order: `loss = calc_loss(coeffs, trn_indep, trn_dep)` with no shuffling), [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:83] (train_model function calls one_epoch in a loop over epochs with no shuffle mechanism), [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:55] (calc_loss function: `torch.abs(calc_preds(coeffs, indeps)-deps).mean()` — full batch, no batching), [/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:96] (validation accuracy computed without shuffling: `acc(coeffs)` uses `val_indep` and `val_dep` as-is)",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,47,11
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test case requires evidence that randomizing labels results in accuracy dropping to near a random guessing baseline on a validation set. After thoroughly examining the repository (a single Jupyter notebook implementing a linear model and neural network for the Titanic competition), there is absolutely no code or mention of label randomization. The notebook has a validation set (cells 72-78) and an accuracy function `acc(coeffs)` (cell 97), but it never tests what happens when labels are randomized, shuffled, or permuted. All uses of ""random"" in the notebook refer to random initialization of model weights via `torch.rand()`, not label randomization. There are no calls to `np.random`, `torch.randperm`, or any label-swapping operations. The property is simply not implemented or tested in this repository.",titanic,0,zhihaotang615,FAIL,0.95,0.95,"[/kaggle/repo/fastai-lesson-5-linear-model-and-neural-net/fastai-lesson-5-linear-model-and-neural-net.ipynb:1-170] - Complete notebook examined with no label randomization code found; all `torch.rand` calls (cells 42, 82, 135, 144, 157) are for weight initialization only; the `acc` function (cell 97) is defined but never used to evaluate randomized-label accuracy; no permutations, shuffles, or noise injection of labels exists anywhere in the 27,514 characters of notebook content.",results\kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,48,7
,The model can overfit a single (or tiny) batch to near-zero loss.,"The test requires evidence that the model can overfit a single (or tiny) batch to near-zero loss. This property fundamentally requires: (1) a model definition, (2) a training loop with loss computation, and (3) optimizer steps. The repository at /kaggle/repo contains only a single Kaggle notebook (data-aug/data-aug.ipynb) that performs data augmentation on the Diabetic Retinopathy Detection dataset. The notebook imports torch and torchvision.transforms but does not define any neural network model, does not define any loss function, does not define any optimizer, and has no training loop whatsoever. The entire notebook is focused on geometric image augmentations (horizontal flip, rotation, vertical flip, affine transforms) applied to images from a specific class and saving them to disk. There is zero model training code to evaluate. Since the repo contains no model and no training capability, it cannot satisfy the requirement that the model can overfit a tiny batch to near-zero loss.",diabetic,0,abdulrahmankhalaf24,FAIL,0.95,0.95,"[/kaggle/repo/data-aug/data-aug.ipynb:0-8] — The notebook cells contain: (Cell 0) imports for torch, torchvision.transforms, Dataset, DataLoader (but no model definition); (Cell 1) unzip commands; (Cell 2-3) data loading and inspection; (Cell 4) image display; (Cells 5-7) data augmentation code using geometric transforms (RandomHorizontalFlip, RandomRotation, RandomVerticalFlip, RandomAffine) to generate augmented images and save them to /kaggle/working/augmented_images; (Cell 8) empty cell. No nn.Module, no model definition, no loss function, no optimizer, no training loop, and no forward pass code exists anywhere in the notebook.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,0,9
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).",The repository's data loading and preprocessing code does not contain any checks or validations to ensure data quality. Specifically: (1) there is no filtering or detection of all-black images - the retinaDataset class simply opens images and applies transforms without any quality checks; (2) there is no validation of text content in the CSV labels for weird or unexpected characters; (3) there is no table structure validation or header checking; (4) there is no verification that feature values (labels) are in expected ranges. The code reads CSV files directly and processes images without any sanitization or validation steps.,diabetic,0,avinashkira,FAIL,0.85,0.8,"[/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:19-35] - The retinaDataset class loads data from CSV and images without any validation. The __getitem__ method simply opens images and returns them with labels, with no checks for image quality (all-black), text correctness, or label validity. [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:13] - Data is loaded directly from CSV with no header or column validation. [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:18] - The normalization transform is commented out, meaning images are not properly normalized, which could lead to issues with feature values being unreasonable.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,2,2
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The notebook reports accuracy (top-1) on the training data without any train/validation/test split. The check_accuracy function is called with train_dataloader, meaning the reported metric is computed on the same data used for training. There is no held-out test or validation split anywhere in the notebook. This violates the test requirement that 'Reported metrics use the correct split(s).' While the metric definition (top-1 accuracy) is computed correctly, the split used is incorrect — training data should not be used to evaluate reported performance metrics.",diabetic,0,avinashkira,FAIL,0.85,0.9,"[/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:13 (cell 13, 14 lines: reads `trainLabels_cropped.csv` and takes first 5000 samples), /kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:19 (cell 19, 22 lines: defines `retinaDataset` class that loads from `trainLabels_cropped.csv`), /kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:20 (cell 20, 1 line: creates `train_dataset = retinaDataset(total=5000)` with no split), /kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:30 (cell 30, 1 line: creates `train_dataloader` from `train_dataset`), /kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:31 (cell 31, 14 lines: training loop on `train_dataloader`), /kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:32 (cell 32, 16 lines: `check_accuracy` function that computes `float(correct_output/total_output)*100` as accuracy), /kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:33 (cell 33, 1 line: calls `check_accuracy(model, train_dataloader)` — same training loader used for evaluation)]",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,2,6
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test case requires that the repository implement and demonstrate that randomizing the labels causes accuracy to drop to near random guessing baseline on a validation set. The repository's notebook (pytorch-diabetic-retinopathy.ipynb) contains NO code that randomizes, shuffles, or permutes labels. There is no validation set separate from training data, no label randomization experiment, and no comparison between original and randomized label accuracy. The `shuffle=True` parameter in `DataLoader` (cell 30) only shuffles the batch order during training, not the labels themselves. The `check_accuracy` function (cell 32) is only called once on the training data (cell 33) with original labels. Therefore, the repository definitively fails the test property.",diabetic,0,avinashkira,FAIL,0.95,0.9,"[/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:30] Shows `shuffle=True` in DataLoader - this only shuffles batch order, not labels. [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:32-33] The `check_accuracy` function is only called once with `train_dataloader` (the training set) and there is no validation split. No cell in the notebook contains any code for randomizing labels, creating a randomized-label dataset, or comparing accuracy between original and randomized labels.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,2,7
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test case requires that the repository contains a procedure to randomize labels on a validation set and demonstrate that accuracy drops to near-random-guessing baseline. The notebook at /kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb is a diabetic retinopathy classification pipeline using MobileNetV2, but it contains none of the required elements: (1) There is no validation set — only a training subset and a test set with no labels; (2) There is no label randomization or noise injection — the only ""shuffle=True"" appears in DataLoader, which shuffles batch order, not labels; (3) There is no accuracy computation on a validation set with ground truth — the predict() function only collects predictions and prints them without computing accuracy; (4) There is no comparison between normal and randomized-label performance or any mention of random baseline. This is a straightforward binary check: the required functionality is entirely absent.",diabetic,0,ayushrathor,FAIL,0.95,0.95,"[/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:1-25] — Full notebook inspection confirms: Cell 2 reads training labels from trainLabels.csv.zip; Cell 6 creates dataset with df_train['level'].values; Cell 7-8 creates a training subset (every 10th image); Cell 11 trains for 3 epochs only on training data; Cell 14-24 handles inference on unlabeled test images. No cell contains np.random.shuffle, np.random.permutation, random label swapping, validation accuracy computation, or any comparison to a random baseline.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,3,7
,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","The repository's training code (in the notebook `/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb`) does not properly log training loss across epochs, and with only 3 epochs, loss cannot meaningfully ""plateau."" Specifically: (1) The training loop in Cell 11 prints only per-batch loss values every 10 batches, but never logs epoch-level average loss. (2) The `running_loss` variable is accumulated but never printed, saved, or used to compute per-epoch summaries. (3) There is no loss history tracking mechanism (no list, dictionary, CSV, or file-based logging). (4) No loss curve is plotted. (5) Only 3 epochs are run, which is insufficient to observe a plateau. The test case requires that loss generally decreases and plateaus within the number of epochs, and if no loss is logged, logging should be added — neither of these conditions is met. Without proper epoch-level loss logging and sufficient epochs, the property cannot be satisfied.",diabetic,0,ayushrathor,FAIL,0.85,0.85,"[/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:Cell 11] — Training loop showing per-batch loss printing without epoch-level aggregation or loss history tracking. The loop runs for only 3 epochs (`range(3)`) and accumulates `running_loss` but never uses it for logging, plotting, or per-epoch reporting. No loss history list, file, or CSV saving exists. [/kaggle/repo/mobilenet-retinopathy/kernel-metadata.json] — Confirms the code file is the only Python/notebook file in the repo, with no separate training scripts containing loss logging infrastructure.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,3,10
,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,"The repository's notebook has a DataLoader for the training subset with `shuffle=True` (which satisfies the first part of the property), but it also has `shuffle=True` for the test_loader (test_subset), which violates the requirement that validation/test datasets should NOT be shuffled. The test loader in Cell 22 explicitly uses `shuffle=True` in the DataLoader constructor, directly contradicting the property requirement.",diabetic,0,ayushrathor,FAIL,0.95,0.95,"[/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:18-19] (train_loader: `DataLoader(train_subset, batch_size=32, shuffle=True)` — correct, training is shuffled); [/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb:108-109] (test_loader: `DataLoader(test_subset, batch_size=32, shuffle=True)` — violation, test should not be shuffled).",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,3,11
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The notebook completely lacks device placement and dtype handling. There are no `.to(device)` calls to move the model or inputs to any device, no `device` variable definition, no `.cuda()` calls, and no dtype policy (no `torch.autocast`, no `.half()`, no `.bfloat16()`, no `dtype` specifications). The model and inputs are used without explicit device placement, relying on implicit default behavior. The only device-related call is `.cpu()` in the predict function (`predicted.cpu().numpy()`), which moves predictions to CPU. The `torch.load(model_path)` call in cell 16 has no `map_location` argument, defaulting to CPU. This code does not satisfy the requirement that model and inputs are consistently moved to one device with consistent dtype policy.",diabetic,0,ayushrathor,FAIL,0.85,0.9,"[/kaggle/repo/mobilenet-retinopathy/mobilenet-retinopathy.ipynb: Cell 10 (model creation without `.to(device)`), Cell 11 (training loop with `model(inputs)` without device transfer), Cell 16 (`torch.load(model_path)` without `map_location`), Cell 23 (`predicted.cpu().numpy()` — only device-related call)]",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,3,13
,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","The repository reports only one metric — overall accuracy — and evaluates it on the **training data** using `check_accuracy(model, train_dataloader)` (cell 33 of `/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb`). There is no train/test/validation split anywhere in the code. The entire 5000-sample dataset from `trainLabels_cropped.csv` is used as `train_dataset` (cell 20), and the accuracy check function is called with `train_dataloader` (cell 33). This means the reported accuracy metric does not use a held-out or proper evaluation split, which violates the requirement that reported metrics use the correct split(s).",diabetic,0,fanbyprinciple,FAIL,0.85,0.9,"- Cell 32 (`/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:32`): Defines `check_accuracy` function that computes simple overall accuracy (correct/total).
- Cell 33 (`/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:33`): Calls `check_accuracy(model, train_dataloader)` — evaluating on training data only.
- Cell 20 (`/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:20`): Creates `train_dataset = retinaDataset(total=5000)` from the cropped training CSV.
- Cell 30 (`/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:30`): Creates `train_dataloader` from `train_dataset` with no separate validation/test loader.
- No code anywhere in the notebook creates a train/test/val split or evaluates on a held-out set.",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,4,6
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The repository fails the property on two counts: (1) Inconsistent device placement — the model is moved to `device` (Cell 26), training data and targets are moved to `device` (Cells 31, 32), but the inference/prediction cell (Cell 34) creates a tensor via `my_transform(image).unsqueeze(0)` and passes it directly to `model(img)` without any `.to(device=device)` call. This means when running on GPU, the input tensor would be on CPU while the model is on GPU, causing an implicit CPU<->GPU transfer or a runtime device mismatch error. (2) No dtype policy is defined anywhere in the notebook — there are no `dtype` settings, no `.half()`, `.bfloat16()`, `.to(dtype=...)`, or `torch.amp.autocast` usage, so no consistent dtype policy (fp32/bf16) is applied.",diabetic,0,fanbyprinciple,FAIL,0.85,0.85,"[/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:22] (device definition), [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:26] (model moved to device), [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:31] (data/target moved to device in training), [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:32] (x/y moved to device in check_accuracy), [/kaggle/repo/pytorch-diabetic-retinopathy/pytorch-diabetic-retinopathy.ipynb:34] (prediction cell: no .to(device) call — tensor created but not moved to device before passing to model)",results\kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,4,13
