audited_outcome,test_prompt,reason,dataset,examples,repo_name,verdict,case_score,evidence_strength,evidence,result_file,row_index,property_index
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains clear violations of the property. Cell 17 of the notebook uses an explicit Python `for` loop to iterate over every word in the vocabulary and conditionally assign embedding vectors one row at a time to a matrix. This is a textbook case where matrix operations could replace the loop: GloVe vectors for known words can be batch-looked up and assigned to `embedding_matrix` using tensor indexing (e.g., `embedding_matrix[known_mask] = glove.vectors[glove_indices[known_mask]]`), and random vectors for unknown words can be generated in a single `torch.randn` call instead of per-word. Additionally, Cells 15 and 21 use Python list comprehensions for sequence padding (`[text_pipeline(text) + [vocab['<pad>']] * (max_len - len(...)) for text in ...]`), which could be replaced with vectorized numpy/torch padding operations. The primary violation in Cell 17 is the most significant, as it iterates over the entire vocabulary size using Python control flow (`if`/`else`) when all operations are on PyTorch tensors that support batched matrix assignment.",nlp,0,mjgdias2000,FAIL,0.9,0.85,"[
  [/kaggle/repo/nlp-pytorch/nlp-pytorch.ipynb:Cell 17, lines 0-374 (full cell source)] - The embedding matrix construction uses `for word, idx in vocab.get_stoi().items():` with explicit Python `if`/`else` branching to assign `embedding_matrix[idx] = glove.vectors[glove.stoi[word]]` row-by-row. This O(vocab_size) Python loop should be replaced with batched tensor operations like `embedding_matrix[known_mask] = glove.vectors[glove_indices_tensor]` for known words and a single `torch.randn` call for unknown words.

  [/kaggle/repo/nlp-pytorch/nlp-pytorch.ipynb:Cell 15, lines 0-288 (full cell source)] - The sequence padding uses `[text_pipeline(text) + [vocab['<pad>']] * (max_len - len(text_pipeline(text))) for text in train_data['text_clean']]`, a Python list comprehension that pads each sequence individually via list concatenation. This could use vectorized `np.full` + row assignment or `torch.nn.functional.pad`.

  [/kaggle/repo/nlp-pytorch/nlp-pytorch.ipynb:Cell 21] - Duplicate of Cell 15 with the same list comprehension padding pattern.

  [/kaggle/repo/nlp-pytorch/nlp-pytorch.ipynb:Cell 29, line 4] - Uses `pad_sequence([torch.tensor(seq) for seq in X_test], ...)` with a list comprehension instead of direct vectorized numpy/torch padding on already-converted tensors.

  [/evidence/artifacts/evidence_report.txt] - Detailed analysis with specific matrix operations that should replace the loop-based code in each violation.
]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,27,15
,"Data is loaded and preprocessed correctly (e.g., no all-black images, no text with weird or unexpected characters, tables look correct and feature values are reasonable).","The notebook contains a critical bug in data preprocessing: it attempts to read from a non-existent column 'text_full' (line 39 of Cell 6: `train_df[""text_full""] = train_df[""text_full""].apply(clean_text)`), which would cause a KeyError at runtime. The original 'nlp-getting-started' dataset columns are 'id', 'keyword', 'location', 'text', 'target' - 'text_full' was never created. Additionally, no data quality validation exists to verify that loaded data has no missing values, abnormal characters, or unreasonable feature values. The clean_text function is defined but never actually executed due to the KeyError on the non-existent column.",nlp,0,mouhamadkounta,FAIL,0.95,0.9,"[1] /kaggle/repo/notebookd83e0715ab/notebookd83e0715ab.ipynb Cell 6, line 39: `train_df[""text_full""] = train_df[""text_full""].apply(clean_text)` - references non-existent column 'text_full' on RHS before it is created on LHS. Same bug on line 43 for test_df. [2] /kaggle/repo/notebookd83e0715ab/notebookd83e0715ab.ipynb Cell 5 (lines 4-6): Data is loaded via pd.read_csv but no validation is performed on the loaded data - no checks for missing values, schema verification, or data quality assertions. [3] /kaggle/repo/notebookd83e0715ab/kernel-metadata.json confirms this is the 'nlp-getting-started' competition, whose standard columns are id, keyword, location, text, target - no 'text_full' column exists in the source data.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,28,2
,The model can overfit a single (or tiny) batch to near-zero loss.,"The test case checks whether the model can overfit a single (or tiny) batch to near-zero loss. This is a standard ML sanity check that should be demonstrated in the repository. The notebook contains only a standard full-dataset training pipeline using RoBERTa-base on the nlp-getting-started dataset with batch_size=16, 5 epochs, weight_decay=0.01, warmup_ratio=0.1, and standard HuggingFace Trainer. There is NO code anywhere in the notebook that attempts to overfit a tiny/single batch, nor is there any test or verification that the model can reach near-zero loss on a small subset. The training uses the full dataset split into train/validation (approximately 7,500+ samples each), not a tiny batch. Since the property explicitly requires the model to demonstrate it can overfit a tiny batch and the repository provides no evidence of this capability being tested or achievable through its code, the test fails.",nlp,0,mouhamadkounta,FAIL,0.85,0.85,"[/kaggle/repo/notebookd83e0715ab/notebookd83e0715ab.ipynb:1-18] - The notebook contains 18 cells covering: imports, model loading (roberta-base), data loading from CSV, text preprocessing, train/val split, tokenization, dataset creation, metrics, training with TrainingArguments (batch_size=16, epochs=5, weight_decay=0.01), training via trainer.train(), and evaluation/prediction. No cell contains any code related to overfitting a tiny batch, taking a small subset of data for overfitting verification, or checking for near-zero loss on a small batch. The per_device_train_batch_size is set to 16 (line ~cell 13) and num_train_epochs=5, training on the full ~8.7k dataset, not a tiny batch.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,28,9
,Any data augmentation is only performed on the training dataset; val/test dataset use deterministic preprocessing.,"The repository's notebook applies `RandomOverSampler` (class-based oversampling) to the entire training dataset BEFORE performing the train/test split. Specifically, Cell 27 applies `RandomOverSampler(random_state=83)` via `ros.fit_resample(df, y)` on the full pandas DataFrame. Then in Cell 31, `dataset.train_test_split(test_size=1-train_fraction)` splits the already-oversampled dataset. This means the validation/test split also contains oversampled (duplicated/synthetic) examples, not purely the original deterministic data. The property requires that data augmentation be performed only on the training dataset while val/test datasets use deterministic preprocessing — but here, the oversampling augmentation affects both splits. The only other preprocessing (`clean_text` with BeautifulSoup HTML removal and special character replacement) and tokenization (`tokenizer(examples[""text""], truncation=True)`) are deterministic and applied uniformly, which is correct. However, the RandomOverSampler step violates the separation requirement.",nlp,0,muhammadareebkhan,FAIL,0.85,0.85,"[/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:cell_27] — Cell 27 shows `RandomOverSampler(random_state=83)` applied via `ros.fit_resample(df, y)` to the full dataset. [/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:cell_28] — Cell 28 converts the oversampled data to a datasets.Dataset: `dataset = Dataset.from_pandas(df)`. [/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:cell_31] — Cell 31 splits the already-oversampled dataset: `dataset = dataset.train_test_split(test_size=1-train_fraction)`. The train/test split occurs AFTER oversampling, so both splits contain oversampled data.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,29,3
,Any class-imbalance handling (weighted loss / sampler) applies only to training data.,"The repository uses `RandomOverSampler` from `imblearn` as a class-imbalance handling mechanism. However, the oversampling is applied to the entire dataset BEFORE the train/test split. In Cell 27, `ros.fit_resample(df, y)` is called on the full dataframe read from `train.csv`. Only in Cell 31 does `dataset.train_test_split()` occur. This means the oversampled (synthetic) data leaks into both the training AND evaluation sets, violating the property that class-imbalance handling should apply only to training data.",nlp,0,muhammadareebkhan,FAIL,0.95,0.95,"[/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:27-27] Cell 27 applies `RandomOverSampler` via `ros.fit_resample(df, y)` to the entire dataframe before any split. [/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:31-31] Cell 31 performs `dataset.train_test_split(test_size=1-train_fraction)` AFTER resampling, meaning oversampled data ends up in both train and test sets. [/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:25-25] Cell 25 reads the full train.csv and shuffles it — this is the pre-split dataframe. [/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:38-38] Cell 38 passes `train_dataset=dataset['train']` and `eval_dataset=dataset['test']` to the Trainer, both of which contain oversampled data from the pre-split resampling.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,29,4
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository does NOT ensure deterministic accuracy when running model evaluation multiple times without retraining. Multiple sources of non-determinism are present in the code that directly affect evaluation accuracy:

1. **Non-deterministic DataFrame shuffle** (Cell 25, [natural-language-processing-with-disaster-tweets.ipynb:25]): The code calls `df.sample(frac=1)` without specifying `random_state`, meaning the row order is randomly shuffled each run.

2. **Non-deterministic train/test split** (Cell 31, [natural-language-processing-with-disaster-tweets.ipynb:31]): The `dataset.train_test_split(test_size=1-train_fraction)` call has no `seed` parameter, so the split between train and evaluation sets varies between runs.

3. **Non-deterministic model initialization** (Cell 38, [natural-language-processing-with-disaster-tweets.ipynb:38]): The `TrainingArguments` does not include a `seed` argument, and `trainer.set_seed()` is never called. This means the classification head of the DistilBERT model is randomly initialized differently each run, leading to different accuracy values.

4. **No global random seed** is set for numpy (`np.random.seed`), PyTorch (`torch.manual_seed`), or any other random number generator throughout the notebook.

The only deterministic random control in the notebook is `RandomOverSampler(random_state=83)` (Cell 27), but this only controls oversampling, not the data shuffle, train/test split, or model initialization. Since accuracy depends on which samples are in the evaluation set AND on the specific trained model weights, the absence of seeds means accuracy will vary between runs.",nlp,0,muhammadareebkhan,FAIL,0.95,0.95,"- [Cell 25] `df = df.sample(frac=1)` — pandas sample without random_state, non-deterministic shuffle of training data
- [Cell 31] `dataset = dataset.train_test_split(test_size=1-train_fraction)` — no seed parameter, non-deterministic train/test split
- [Cell 38] `TrainingArguments(...)` — no `seed` argument provided; model randomly initialized weights affect accuracy
- [Cell 27] `RandomOverSampler(random_state=83)` — the only deterministic random control, but only for oversampling, not for split or initialization
- No `torch.manual_seed()`, `np.random.seed()`, or `set_seed()` calls found anywhere in the notebook

These sources of randomness mean that running the evaluation multiple times without retraining (or even with the same training) would produce different accuracy values due to different model weight initializations and/or different evaluation set compositions.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,29,12
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The notebook fails all three sub-requirements of the test case: (1) No explicit device placement — the model is created via `AutoModelForSequenceClassification.from_pretrained()` in cell 35 without any `.to(device)` call, meaning its device location is left to PyTorch defaults. (2) Implicit CPU<->GPU transfers are possible: the pipeline in cell 46 hardcodes `device=0` (GPU), while the model was never explicitly moved to any device; if a GPU is available at runtime, this could cause implicit transfers. (3) No dtype policy is set anywhere — no `torch_dtype`, no `fp16`/`bf16`, no `fp16=True` or `bf16=True` in `TrainingArguments`, and no `torch.autocast` context. The kernel metadata confirms `enable_gpu: False`, but the code itself lacks consistent device and dtype management.",nlp,0,muhammadareebkhan,FAIL,0.9,0.9,"[/kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:35 (model creation without device placement), /kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:38 (TrainingArguments with no fp16/bf16/mixed_precision settings), /kaggle/repo/natural-language-processing-with-disaster-tweets/natural-language-processing-with-disaster-tweets.ipynb:46 (pipeline with hardcoded device=0 while model has no explicit device), /kaggle/repo/natural-language-processing-with-disaster-tweets/kernel-metadata.json:9 (enable_gpu: False, indicating the notebook runs on CPU, but code still lacks consistent device management)]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,29,13
,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"The test case requires that randomizing the labels results in accuracy dropping to near a random guessing baseline on a validation set. The repository (a Kaggle notebook for the 'NLP Getting Started' / disaster tweet detection competition) trains three models (BoW, TF-IDF, GloVe) on the genuine target labels and evaluates them on a held-out test set. There is absolutely no code in the notebook that randomizes, shuffles, permutes, or corrupts labels in any way. A thorough search of all 55 code cells and 29 markdown cells confirms zero occurrences of any label-randomization logic. The notebook simply trains models, reports accuracy/F1/ROC-AUC, and generates predictions for submission. Since the property demands evidence that label randomization causes accuracy to drop to random baseline — and the repository contains no such test, analysis, or results — the property is not satisfied.",nlp,0,nadzmiagthomas,FAIL,0.9,0.9,"- Repository: /kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb — a single Jupyter notebook (84 cells, 55 code cells, 29 markdown cells)
- The notebook loads data from '/kaggle/input/nlp-getting-started/train.csv' (Cell 4), uses 'target' column as labels (Cell 10), splits data with stratified train_test_split (Cells 35, 46, 56), trains three models (Cells 38, 47, 59), evaluates accuracy/F1/ROC-AUC (Cells 65-76), and submits predictions (Cells 80-82)
- No label randomization code exists: grep of all code and markdown cells for keywords ['randomize', 'randomiz', 'shuffle.*label', 'permute', 'swap', 'noise', 'noise.*label', 'perturb', 'corrupt'] returns zero matches
- No label randomization results in cell outputs either
- The notebook metadata (kernel-metadata.json) confirms this is a Kaggle kernel for the nlp-getting-started competition, not a diagnostic or robustness test",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,30,7
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The repository fails the property on two counts: (1) There is NO explicit device management whatsoever — none of the three models (model_bow, model_tfidf, model_glove) are moved to any device via `.to()` or `.cuda()`, and none of the input tensors (X_train_bow, X_test_bow, X_train_tfidf, X_test_tfidf, X_train_glove, X_test_glove, etc.) are moved to any device. The kernel metadata confirms `enable_gpu: false`, suggesting the code was written for CPU only without any abstraction for device placement. This means the code cannot reliably run on GPU, and if a GPU were available, it would cause silent failures or implicit CPU<->GPU transfers during mixed-device operations. (2) The dtype policy is inconsistent: `dtype=torch.float32` is used in some tensor creations (cells 34, 44), `.float()` method is used in others (cells 35, 46), `dtype=torch.float` in `padify` (cell 55), and some tensors rely on implicit dtypes from `torch.stack` (cells 35, 46, 80). While all explicit values resolve to float32, the lack of a unified dtype policy means the code does not consistently apply a dtype specification approach.",nlp,0,nadzmiagthomas,FAIL,0.85,0.88,"[/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:35-39: model_bow created and trained without any .to(device) call; training loop in cell 37 uses features/target without device placement; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:46-48: model_tfidf created and trained without any device placement; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:55-60: GloVe model created with embedding.weight.data = glove.vectors (no device transfer), trained without device placement; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:66-67: inference on all 3 test sets without device placement; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:80-81: test inference without device placement; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:34: explicit dtype=torch.float32 in to_bow; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:35: .float() method in target tensor creation; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:44: explicit dtype=torch.float32 in df tensor; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:55: dtype=torch.float in padify target tensor; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:80: torch.stack without explicit dtype for test_text; [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/kernel-metadata.json:9: enable_gpu: false confirming no GPU was intended]",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,30,13
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains multiple instances of explicit loops where matrix operations could implement the exact same computation more efficiently:

1. Cell 34 (`to_bow` function): Uses a Python `for` loop (`for idx in encode(words,vocab): res[idx] += 1`) to build Bag-of-Words vectors per document. This could be replaced with `torch.bincount(indices, minlength=vocab_size)` or `res.scatter_add(0, indices, torch.ones_like(indices, dtype=torch.float32))` to compute the exact same BoW vector without iterating word-by-word.

2. Cell 44 (document frequency): Uses nested loops (`for words in text: for idx in set(encode(words, vocab)): df[idx] += 1`) to compute document frequency. This could be vectorized by stacking all unique word indices per document and using `torch.bincount` with document-level grouping.

3. Cell 67 (confusion matrix across thresholds): The most egregious violation. Nested loops over 3 models × 1000 thresholds call `confusion_matrix` individually 3000 times. This could be completely replaced with broadcasting: `y_preds = y_prob.unsqueeze(1) > thresholds` to get a (n_samples, n_thresholds) boolean matrix, then computing TP/FP/FN/TN via vectorized operations on the entire matrix simultaneously.

All three cases produce mathematically identical results but the vectorized matrix operations would be significantly more efficient.",nlp,0,nadzmiagthomas,FAIL,0.9,0.95,"- [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:34] - Cell 34 contains the `to_bow` function with explicit `for` loop building BoW vectors per document via word-by-word index incrementation.
- [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:44] - Cell 44 contains nested loops computing document frequency incrementally.
- [/kaggle/repo/pytorch-nlp-bow-tfidf-glove/pytorch-nlp-bow-tfidf-glove.ipynb:67] - Cell 67 contains nested `for` loops over models and thresholds computing confusion matrix values one threshold at a time via individual `confusion_matrix()` calls.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,30,15
,Any data augmentation is only performed on the training dataset; val/test dataset use deterministic preprocessing.,"The repository FAILs the property. Both the training dataset AND the validation dataset use `get_train_transforms()` which returns randomized data augmentation transforms (SwapWordsTransform, ShuffleSentencesTransform, DeleteWordsTransform). In the `engine()` function (cell 64), line `val_dataset = DatasetRetriever(val_df, tokenizer, get_train_transforms())` passes the augmentation pipeline to the validation set, meaning validation data is also augmented rather than using deterministic preprocessing. The DatasetRetriever's `__getitem__` applies these transforms whenever `self.train_transforms` is not None, with no distinction between train/val/test datasets.",nlp,0,nandhuelan,FAIL,0.95,0.95,"[/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:cell_53] defines `get_train_transforms()` returning an albumentations.Compose with `SwapWordsTransform(p=0.5)`, `ShuffleSentencesTransform(p=0.8)`, and `DeleteWordsTransform(p=0.3)`. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:cell_55] defines `DatasetRetriever.__getitem__` which applies `self.train_transforms` to every sample when not None. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:cell_64] `engine()` function passes `get_train_transforms()` to both `val_dataset` and `train_dataset` on consecutive lines, confirming augmentation is applied to both training and validation datasets.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,31,3
,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","The test requires that training loss is logged (and thus can be verified to decrease and plateau across epochs). If no loss is logged, the test says to add logging. The repository computes batch-level loss during training in train_fn() (cell 63: [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:63]) and displays it in a tqdm progress bar, but train_fn() does NOT return or persist the per-epoch loss. The engine() function (cell 64: [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:64]) iterates over configs['EPOCHS'] (which is 2, cell 50: [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:50]) and calls train_fn() without capturing any loss metrics. eval_fn() returns only validation accuracy, not loss. There is no loss_history list, no per-epoch loss printing, no matplotlib plotting of loss over epochs, and no saved log file. The notebook also states ""Uncomment the below code to check the output"" before engine(train), and all execution_counts are null, confirming the code hasn't been run. Therefore, there is no mechanism to verify that training loss decreases and plateaus, and the repository fails the explicit requirement to add loss logging.",nlp,0,nandhuelan,FAIL,0.9,0.9,"1. configs['EPOCHS'] = 2 defined in cell 50 of [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:50]
2. train_fn() computes loss per batch using AverageMeter and displays via tk0.set_postfix(), but has NO return statement (cell 63 of [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:63])
3. eval_fn() returns only total_accuracy.avg, not loss (cell 63 of [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:63])
4. engine() function does not capture or record per-epoch loss values, only prints accuracy (cell 64 of [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:64])
5. No loss_history list, no plt.plot of loss, no saved log file exists anywhere in the notebook
6. The engine(train) call in cell 67 has execution_count null, and the preceding markdown in cell 66 says ""Uncomment the below code to check the output"", confirming no training was actually executed",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,31,10
,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","The repository violates the test criteria in three ways: (1) dtype inconsistency: the target tensor is created as torch.FloatTensor in DatasetRetriever.__getitem__ but is inconsistently cast to torch.long in both train_fn and eval_fn; (2) explicit CPU<->GPU transfers: .cpu().detach().numpy() calls in train_fn (lines 23-24) and eval_fn (lines 66-67) move tensors from GPU back to CPU after the forward pass; (3) no dtype policy is declared - no fp32/bf16/half precision policy is specified, no autocast context, and no consistent dtype enforcement on model parameters.",nlp,0,nandhuelan,FAIL,0.85,0.9,"[/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:341] Target created as torch.FloatTensor: `sentiment = torch.FloatTensor(to_categorical(target, num_classes=2))`. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:454-458] In train_fn, target cast to wrong dtype and moved to device: `target = target.to(device, dtype=torch.long)`. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:467-468] GPU to CPU transfer: `output=output.cpu().detach().numpy()` and `target=target.cpu().detach().numpy()`. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:498-502] eval_fn has identical dtype/device casting of target. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:510-511] eval_fn has identical CPU transfer. [/kaggle/repo/nlp-augmentation-bert/nlp-augmentation-bert.ipynb:552] Model placed on device: `model = BERT().to(device)` - but no dtype policy is specified on the model or its submodules.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,31,13
,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","The repository contains multiple explicit loops and Python control flow patterns where matrix operations could implement the same logic more efficiently. The most significant violation is in the `WordEmbeddingSubstitution.apply` method (Cell 16), which iterates word-by-word calling `self.model.most_similar(word, topn=1)` individually for each token, when all embeddings could be looked up and similarity comparisons performed via a single batched matrix operation. Additionally, both `train_fn` and `eval_fn` (Cell 63) use explicit `for px, tweet in enumerate(target)` loops to compute per-sample accuracy, when the target and output arrays are already batched and could use vectorized `argmax` + element-wise comparison. A third minor violation exists in `LMmask.apply` (Cell 22) using a `for` loop with `break` for what could be direct random index selection.",nlp,0,nandhuelan,FAIL,0.91,0.91,"- [nlp-augmentation-bert.ipynb Cell 16, lines 9-22]: `WordEmbeddingSubstitution.apply` contains `for word in nltk.word_tokenize(data):` loop that calls `self.model.most_similar(word,topn=1)` for each word individually, when batched embedding matrix operations (np.dot for similarity, argmax for nearest neighbor, vectorized masking) could replace the entire loop.
- [nlp-augmentation-bert.ipynb Cell 63, lines 30-38]: `train_fn` contains `for px, tweet in enumerate(target):` loop that processes batch elements one-at-a-time for accuracy computation, when `target.argmax(axis=1)` and `output.argmax(axis=1)` on full arrays could compute all accuracies in a single vectorized operation.
- [nlp-augmentation-bert.ipynb Cell 63, lines 70-78]: Same per-sample accuracy loop pattern in `eval_fn`.
- [nlp-augmentation-bert.ipynb Cell 22, lines 13-20]: `LMmask.apply` uses `for ix,n in enumerate(text.split()):` with `break`, which could be replaced with direct random index selection on the word list.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,31,15
,Accuracy should be deterministic (same value) when running the model evaluation multiple times without retraining.,"The repository's notebook does not implement determinism controls necessary for reproducible accuracy. Specifically: (1) No `torch.manual_seed()` or `set_seed()` is called to set random seeds for PyTorch; (2) No `torch.backends.cudnn.deterministic = True` is set to enforce deterministic cuDNN algorithms; (3) No `torch.backends.cudnn.benchmark = False` is set; (4) `fp16=torch.cuda.is_available()` is used in TrainingArguments, enabling mixed-precision inference which can produce non-deterministic floating-point results on GPU. While the train/validation split uses `seed=42` (Cell 40), this only controls data splitting, not model evaluation determinism. Without explicit determinism settings, running model evaluation multiple times on GPU with FP16 can produce slightly different accuracy values due to floating-point precision variations in cuDNN operations.",nlp,0,nursiddikruman,FAIL,0.85,0.85,"- [/kaggle/repo/disaster-tweets-nlp-top-8/disaster-tweets-nlp-top-8.ipynb:40] The main training cell (Cell 40) creates a Hugging Face `Trainer` with `TrainingArguments` that sets `fp16=torch.cuda.is_available()` (enabling mixed precision inference on GPU) and does NOT set any `seed` parameter, does NOT set `torch.backends.cudnn.deterministic`, and does NOT call `torch.manual_seed()`. The cell only uses `seed=42` for `train_dataset.train_test_split()`, which controls data splitting, not evaluation determinism. The `trainer.evaluate()` and `trainer.predict()` calls will produce results affected by FP16 floating-point non-determinism on GPU.
- [/kaggle/repo/disaster-tweets-nlp-top-8/disaster-tweets-nlp-top-8.ipynb:0] The imports include `torch` but no seed-setting or deterministic configuration is present in any active code cell.
- [/kaggle/repo/disaster-tweets-nlp-top-8/disaster-tweets-nlp-top-8.ipynb:38] The preprocessing function is deterministic (string operations only), so non-determinism comes from the PyTorch/HF evaluation pipeline.",results\kaggle_nlp_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0.jsonl,32,12
