examples,threshold,dataset,repo_name,source_repo_path,injected_repo_path,row_index,property_index,property_id,ground_truth_label,prediction,qwen_correctness,error_type,case_score,property,ground_truth_violation_description,reason,evidence,result_file
0,0.83,titanic,mtajonera,data\kaggle\kaggle-titanic\mtajonera,synth-data\injected\repos\ml-bugs\000020_mtajonera\fastai-lesson-05-linear-model-and-neural-net,20,9,kaggle_p9,1,0,wrong,FN,0.0,The model can overfit a single (or tiny) batch to near-zero loss.,"Injected for kaggle_p9. Injected label leakage into feature list, added nondeterministic accuracy thresholding, and introduced noisy targets in loss to prevent tiny-batch overfitting.",/no_think Here is the test case and the repository to evaluate: Test: The model can overfit a single (or tiny) batch to near-zero loss. Repository: /kaggle/repo,,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,3,kaggle_p3,1,0,wrong,FN,0.0,Any data augmentation is only performed on the training dataset; val/test dataset use deterministic preprocessing.,"Injected for kaggle_p3. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.",/no_think Here is the test case and the repository to evaluate: Test: Any data augmentation is only performed on the training dataset; val/test dataset use deterministic preprocessing. Repository: /kaggle/repo,,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,5,kaggle_p5,1,0,wrong,FN,0.1,No path/filename text is fed as a feature unless explicitly intended.,"Injected for kaggle_p5. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.","The repository does not feed actual path/filename text as model features. The only potentially concerning feature is `NamePathCode`, which is constructed by prepending a literal string 'data/' to passenger names from the Titanic dataset's `Name` column. The underlying `Name` column contains passenger names (e.g., ""Braund, Mr. Owen Harris""), not file paths or filenames. Even if this synthetic path-like string is considered path text, it is explicitly intended — the code includes the comment '# add a path-like string feature and encode it for modeling'. The `path` variable used for data loading (e.g., `path = Path('../input/titanic')`) is not fed as a feature. Therefore, the test condition 'No...","[/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:33] — Cell 33 creates `df['NamePath'] = 'data/' + df['Name'].astype(str)` and `df['NamePathCode'] = pd.Categorical(df['NamePath']).codes`, explicitly commented as '# add a path-like string feature and encode it for modeling'. The `Name` column contains passenger names, not file paths. [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:39] — Cell 39 defines `indep_cols` which includes `NamePathCode` as a model feature. [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:4] — Cell 4 sets `path = Path('../input/titanic')` for data loading only, not as a model feature. [/kaggle/repo/cp3501-prac06-task01-linear-mod...",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,7,kaggle_p7,1,0,wrong,FN,0.0,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,"Injected for kaggle_p7. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.",/no_think Here is the test case and the repository to evaluate: Test: Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set. Repository: /kaggle/repo,,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,9,kaggle_p9,1,0,wrong,FN,0.0,The model can overfit a single (or tiny) batch to near-zero loss.,"Injected for kaggle_p9. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.",/no_think Here is the test case and the repository to evaluate: Test: The model can overfit a single (or tiny) batch to near-zero loss. Repository: /kaggle/repo,,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,10,kaggle_p10,1,0,wrong,FN,0.0,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","Injected for kaggle_p10. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.","/no_think Here is the test case and the repository to evaluate: Test: Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this). Repository: /kaggle/repo",,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,13,kaggle_p13,1,0,wrong,FN,0.0,"Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently.","Injected for kaggle_p13. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.","/no_think Here is the test case and the repository to evaluate: Test: Model and inputs are consistently moved to one device; no implicit CPU<->GPU transfers; dtype policy (e.g., fp32/bf16) is applied consistently. Repository: /kaggle/repo",,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000021_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,21,14,kaggle_p15,1,0,wrong,FN,0.0,"Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic.","Injected for kaggle_p15. Injected label shuffling, class balancing before split, path-derived and label-leak features, train/val leakage, validation shuffling/augmentation, baseline/non-deterministic accuracy, partial/tiny parameter updates, single-epoch training, explicit looped prediction, and device mismatch in training.","/no_think Here is the test case and the repository to evaluate: Test: Code does not use explicit loops or Python control flow when matrix operations could have been used to implement the exact same operation more efficiently. If this property is not satisfied, show the matrix operations which should replace the raw Python logic. Repository: /kaggle/repo",,results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,caseysolvberg,data\kaggle\kaggle-titanic\caseysolvberg,synth-data\injected\repos\ml-bugs\000022_caseysolvberg\linear-model-and-neural-net-from-scratch,22,1,kaggle_p1,1,0,wrong,FN,0.05,"If there is any model training, then all model parameters are updated during training (no frozen layers unless explicitly intended).","Injected for kaggle_p1. Modified training update steps to perform gradient ascent for the linear model and skip updating bias constants in the multilayer model, violating loss-decrease and full-parameter-update properties.","The repository contains model training (confirmed by the `train_model()` function that iterates over epochs calling `one_epoch()` with `loss.backward()` and parameter updates). All model parameters are initialized with `requires_grad_()` (True) across all four `init_coeffs()` variants - the linear model coefficients, vectorized coefficients, 2-layer NN weights/biases, and multi-layer NN weights/biases. No layers are frozen during training: there are no `requires_grad=False` calls, no `detach()`, no `torch.no_grad()` during forward passes, no `.eval()` mode, and no `.train(False)` anywhere. The only `.requires_grad_(False)` usage is in the `show_coeffs()` display function which is called afte...","[/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:694] - First example of `coeffs.requires_grad_()` enabling gradient tracking; [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:736] - `loss.backward()` called for gradient computation; [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:885] - `one_epoch()` function: loss computed, backward called, then `update_coeffs` called with `torch.no_grad()` only around the update (standard practice to prevent gradient accumulation during parameter updates); [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:901] - First `init_coeffs()` calls `.requires_grad_()` on all parameters; [/kaggle/repo/linear-model-and...",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,caseysolvberg,data\kaggle\kaggle-titanic\caseysolvberg,synth-data\injected\repos\ml-bugs\000022_caseysolvberg\linear-model-and-neural-net-from-scratch,22,7,kaggle_p7,0,1,wrong,FP,0.85,Randomizing the labels results in accuracy dropping to be near a random guessing baseline (may not be 0.5 if the data is imbalanced) on a validation set.,,"The test case requires that randomizing labels results in accuracy dropping to near a random guessing baseline on a validation set. This implies the repository should contain code or an experiment that demonstrates this property — i.e., it should shuffle/randomize labels and show that model accuracy drops to approximately random levels. After thoroughly examining the entire notebook (/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb), there is no code whatsoever that randomizes, shuffles, or permutes the target/label variable (Survived/t_dep/val_dep). There is no experiment, test, or discussion comparing accuracy on original vs. randomized labels. The notebook only trains models on...","[/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:430] - Dependent variable t_dep = tensor(df.Survived) is created from original, non-randomized labels with no shuffling. [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:851] - Training and validation sets are split but labels remain in original order (no randomization). [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:1053] - Accuracy function acc(coeffs) compares predictions against original val_dep without any noise or randomization. [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:980-1066] - All accuracy measurement code uses original, non-randomized labels. [/kaggle/repo/linear-model-and-ne...",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,caseysolvberg,data\kaggle\kaggle-titanic\caseysolvberg,synth-data\injected\repos\ml-bugs\000022_caseysolvberg\linear-model-and-neural-net-from-scratch,22,10,kaggle_p10,1,0,wrong,FN,0.15,"Training loss generally decreases during training and plateaus within the number of epochs used (if no loss is logged, then add logging to check this).","Injected for kaggle_p10. Modified training update steps to perform gradient ascent for the linear model and skip updating bias constants in the multilayer model, violating loss-decrease and full-parameter-update properties.","The notebook implements training loss logging and the loss clearly decreases during training. The `one_epoch` function at line 885 prints the loss value at each epoch with `print(f""{loss:.3f}"", end=""; "")`, and the `train_model` function at line 922 calls `one_epoch` in a loop over the specified number of epochs (default 30). The `calc_loss` function computes mean absolute error, which is a proper loss function. The markdown comment at line 938 explicitly states ""Our loss will print at the end of every step"" and line 959 confirms ""It does!"" — indicating the authors observed the loss decreasing. The property requires that training loss be logged to check this behavior; the notebook satisfies t...","[/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:885] - `one_epoch` function prints loss per epoch: `print(f""{loss:.3f}"", end=""; "")`; [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:922] - `train_model` function iterates over epochs calling `one_epoch`; [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:668] - `calc_loss` function computes mean absolute error loss; [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:938-959] - markdown confirms loss prints and decreases during training.",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,caseysolvberg,data\kaggle\kaggle-titanic\caseysolvberg,synth-data\injected\repos\ml-bugs\000022_caseysolvberg\linear-model-and-neural-net-from-scratch,22,11,kaggle_p11,0,1,wrong,FP,0.95,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,,"The notebook explicitly builds a neural network training pipeline 'from scratch' without using any dataloader or data loading framework. The training data is split using `RandomSplitter` to get training/validation indices, then used directly as tensors (`trn_indep`, `trn_dep`) without any shuffling mechanism. The `one_epoch` function computes loss over the entire training set in its original order with no shuffle: `loss = calc_loss(coeffs, trn_indep, trn_dep)`. There is no `shuffle` parameter, no `DataLoader`, no `torch.randperm`, no `sampler`, and no shuffling of any kind applied to the training dataset before each epoch. The test case requires that the training dataloader or training datas...","[/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:825-830] - RandomSplitter creates train/validation splits without any shuffling of the resulting tensors. [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:885-888] - The `one_epoch` function uses `trn_indep` and `trn_dep` directly without shuffling. [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:922-925] - The `train_model` function calls `one_epoch` in a loop with no shuffling mechanism. [/kaggle/repo/linear-model-and-neural-net-from-scratch.ipynb:794-800] - The introduction to training confirms: ""from scratch"" with no data loading frameworks, and the entire training is done over the full dataset per epoc...",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000023_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,23,11,kaggle_p11,0,1,wrong,FP,0.9,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,,"The repository does not shuffle the training data during training. The `one_epoch` function (lines 1214-1219) computes loss on the entire training set `trn_indep, trn_dep` in a single forward/backward pass without any shuffling. The `train_model` function (lines 1263-1268) iterates over epochs but never reorders the data. There is no use of PyTorch's `DataLoader`, no `RandomSampler`, no `shuffle=True`, no `np.random.shuffle`, and no explicit shuffling of `trn_indep`/`trn_dep` at any point. The only randomization is `RandomSplitter(seed=42)` used once to split data into train/val sets (line 1073), which does not constitute epoch-level training shuffling. The test set is also not shuffled. Sin...","[/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:1072-1073] (RandomSplitter used only for initial train/val split, not for per-epoch shuffling), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:1163-1167] (trn_indep, trn_dep created from split indices without any further reordering), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:1214-1219] (one_epoch processes entire training set in order with calc_loss(coeffs, trn_indep, trn_dep) - no shuffling), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:1263-1268] (train_model loops over epochs but never shuffles data between or within epochs), [/kaggle/repo/cp3501-prac06-task01-linear-model-by-...",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,titanic,davidhunter12,data\kaggle\kaggle-titanic\davidhunter12,synth-data\injected\repos\ml-bugs\000024_davidhunter12\cp3501-prac06-task01-linear-model-by-hand,24,11,kaggle_p11,0,1,wrong,FP,0.95,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,,"The repository's notebook implements training from scratch using full-batch gradient descent without any shuffling mechanism. The training data is split using RandomSplitter (which is a one-time split, not per-epoch shuffling), and the `one_epoch` function (Cell 82) computes loss over the entire training set tensors (`trn_indep`, `trn_dep`) in their fixed order. There is no DataLoader, no batch processing, and no `shuffle` parameter anywhere in the code. Cell 168 even acknowledges that doing gradient descent on smaller batches is something ""real"" models do differently, confirming this notebook does not shuffle or batch. Therefore, neither the training dataloader nor the training dataset is s...","[/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:82-85] The `one_epoch` function uses `calc_loss(coeffs, trn_indep, trn_dep)` on full tensors without any shuffling. The `train_model` function iterates over epochs calling `one_epoch` without shuffling between epochs. [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:74] Uses `RandomSplitter(seed=42)` which is a one-time random split into training/validation sets, not a per-epoch shuffle mechanism. [/kaggle/repo/cp3501-prac06-task01-linear-model-by-hand.ipynb:168] The markdown text acknowledges that practical models use smaller batches, confirming this notebook does full-batch gradient descent without batching or shuff...",results\synthetic\synthetic_kaggle_titanic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,siddheshshelke,data\kaggle\kaggle-diabetic\siddheshshelke,synth-data\injected\repos\ml-bugs\000000_siddheshshelke\gan-data-generation-drd,0,4,kaggle_p4,1,0,wrong,FN,0.05,Any class-imbalance handling (weighted loss / sampler) applies only to training data.,"Injected for kaggle_p4. Injected synthetic training/evaluation bugs across data loading, training, and evaluation (class-imbalance handling on val, zero learning rates, path-length features, incorrect validation metrics, device hard-coding, nondeterministic eval, shuffled val loader, random aug on val, frozen params, and explicit per-sample loops).","The repository implements class-imbalance handling via weighted loss using `class_weights`, which is computed exclusively from training data targets (`train_targets = [dataset.targets[i] for i in train_indices]`). This weighted loss is applied only within the training loop that iterates over `dataloader` (which wraps `train_dataset`). The `val_dataloader` is defined but never used for any loss computation or class-weight application. Even the so-called ""validation"" code in cell 17 iterates over `dataloader` (the training dataloader) and applies weights to training data, as confirmed by the comment ""Report 'validation' accuracy using training data"". No evidence exists of class-imbalance handl...","[/kaggle/repo/gan-data-generation-drd.ipynb:5] — class_weights computed from train_indices only; dataloader wraps train_dataset; val_dataloader defined but unused. [/kaggle/repo/gan-data-generation-drd.ipynb:16] — training loop uses sample_weights from class_weights on dataloader (training data) for both real and fake batch losses. [/kaggle/repo/gan-data-generation-drd.ipynb:17] — validation code uses dataloader (training) with sample_weights, comment confirms ""using training data"".",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,siddheshshelke,data\kaggle\kaggle-diabetic\siddheshshelke,synth-data\injected\repos\ml-bugs\000000_siddheshshelke\gan-data-generation-drd,0,5,kaggle_p5,1,0,wrong,FN,0.1,No path/filename text is fed as a feature unless explicitly intended.,"Injected for kaggle_p5. Injected synthetic training/evaluation bugs across data loading, training, and evaluation (class-imbalance handling on val, zero learning rates, path-length features, incorrect validation metrics, device hard-coding, nondeterministic eval, shuffled val loader, random aug on val, frozen params, and explicit per-sample loops).","The test property states ""No path/filename text is fed as a feature unless explicitly intended."" The repository code does derive a path-derived signal (path_lengths, computed as the character length of file path strings) and adds it to image tensors during training (lines 450-451) and validation (lines 534-535). However, raw path/filename text strings are NOT fed as features — only numeric path lengths are used. Moreover, this usage is explicitly intended: the custom `PathImageFolder` class (lines 166-172) is specifically designed to extract paths, and the path_length computation is deliberate, consistent, and clearly intentional in both the training loop and the validation loop. Since the p...","[/kaggle/repo/gan-data-generation-drd.ipynb:166-172] Custom PathImageFolder class that extracts and returns file paths alongside image data; [/kaggle/repo/gan-data-generation-drd.ipynb:447-451] During training, path lengths computed from file path strings and added to image tensor as numeric features; [/kaggle/repo/gan-data-generation-drd.ipynb:531-535] Same path_length computation in validation loop, confirming deliberate, explicit intent.",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,siddheshshelke,data\kaggle\kaggle-diabetic\siddheshshelke,synth-data\injected\repos\ml-bugs\000000_siddheshshelke\gan-data-generation-drd,0,8,kaggle_p8,0,1,wrong,FP,0.95,"The model after the full training procedure outperforms a simple baseline (e.g., random or majority class) on an evaluation set.",,"The repository's training code sets both the generator and discriminator learning rates to 0.0 (lines 142-143 in gan-data-generation-drd.ipynb). These zero learning rates are passed directly to the Adam optimizers (lines 411-412), meaning no weight updates will occur during the training loop. The optimizer.step() calls at lines 484 and 499 will have no effect. A randomly initialized model that never learns cannot be expected to outperform simple baselines like random or majority class on an evaluation set. Additionally, the code does not contain any baseline computation or comparison logic, and the ""validation"" accuracy is computed on training data rather than a held-out evaluation set.","[/kaggle/repo/gan-data-generation-drd.ipynb:142-143] - lr_G = 0.0 and lr_D = 0.0 are set as learning rate parameters. [/kaggle/repo/gan-data-generation-drd.ipynb:411-412] - The Adam optimizers for both generator and discriminator use these zero learning rates. [/kaggle/repo/gan-data-generation-drd.ipynb:484] - optimizerD.step() is called but has no effect with lr=0.0. [/kaggle/repo/gan-data-generation-drd.ipynb:499] - optimizerG.step() is called but has no effect with lr=0.0. [/kaggle/repo/gan-data-generation-drd.ipynb:527-543] - Validation code evaluates on training data (dataloader) rather than val_dataloader, with no baseline comparison.",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,naetkss1994,data\kaggle\kaggle-diabetic\naetkss1994,synth-data\injected\repos\ml-bugs\000001_naetkss1994\diabetic-retinopathy-with-resnet50-oversampling,1,1,kaggle_p1,1,0,wrong,FN,0.1,"If there is any model training, then all model parameters are updated during training (no frozen layers unless explicitly intended).","Injected for kaggle_p1. Injected data leakage, incorrect split/augmentation behavior, nondeterminism, device mismatch, frozen params, single-epoch training, label randomization bug, and path-as-feature leakage in the notebook to violate the targeted properties.","The repository contains a training notebook that uses transfer learning with a ResNet50 model. All model parameters are initially frozen (p.requires_grad = False at line 513) as part of an explicitly intended transfer learning strategy — the notebook states 'We use transfer learning, where we retrain the last layers of a pretrained neural network' (line ~503). After an initial training stage with only the head layers trained, all layers are explicitly unfrozen (learn.unfreeze() at lines 629 and 847) and subsequent training phases (fit_one_cycle) train all model parameters with discriminative learning rates. Since the freezing is explicitly intended and documented as part of a deliberate tran...","[/kaggle/repo/diabetic-retinopathy-with-resnet50-oversampling.ipynb:513] Code explicitly sets all model parameters to requires_grad=False for transfer learning. [/kaggle/repo/diabetic-retinopathy-with-resnet50-oversampling.ipynb:503-515] Markdown documentation states the intention: 'We use transfer learning, where we retrain the last layers of a pretrained neural network.' [/kaggle/repo/diabetic-retinopathy-with-resnet50-oversampling.ipynb:629] learn.unfreeze() called to unfreeze all layers before second training phase. [/kaggle/repo/diabetic-retinopathy-with-resnet50-oversampling.ipynb:767] learn.freeze() called before stage 1 training. [/kaggle/repo/diabetic-retinopathy-with-resnet50-overs...",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,naetkss1994,data\kaggle\kaggle-diabetic\naetkss1994,synth-data\injected\repos\ml-bugs\000001_naetkss1994\diabetic-retinopathy-with-resnet50-oversampling,1,6,kaggle_p6,1,0,wrong,FN,0.05,"Reported metrics use the correct split(s) and the exact definitions claimed (e.g., micro vs macro, top-k).","Injected for kaggle_p6. Injected data leakage, incorrect split/augmentation behavior, nondeterminism, device mismatch, frozen params, single-epoch training, label randomization bug, and path-as-feature leakage in the notebook to violate the targeted properties.","The notebook correctly implements and uses metrics on the correct data splits with accurate definitions. Specifically: (1) The quadratic kappa metric is defined using `cohen_kappa_score` with `weights='quadratic'`, which exactly matches the claimed 'Cohen's quadratically weighted kappa' definition from the markdown description (Cell 28, [diabetic-retinopathy-with-resnet50-oversampling.ipynb:475-486]). (2) The accuracy metric is the fastai built-in overall accuracy (fraction of correct predictions), with no specific averaging method claimed, so no mismatch. (3) The data split is correct: the original 1000 images are split 80/20, the training set is oversampled for balance, and the validation ...","[The notebook file at /kaggle/repo/diabetic-retinopathy-with-resnet50-oversampling.ipynb] - Key cells examined: Cell 7 (data loading), Cell 13 (80/20 train/test split with `train_test_split`), Cell 16 (oversampling via `balance_data`), Cell 17 (final df = concat of oversampled train + original val), Cell 22 (data split via `split_by_idx(range(len(train_df)))` using fastai), Cell 28 (markdown describing quadratic kappa metric and its purpose), Cell 29-30 (quadratic_kappa implementation using `cohen_kappa_score` with `weights='quadratic'`), Cell 31 (model creation with metrics `[accuracy, quadratic_kappa]`), Cell 62 (ClassificationInterpretation for top_losses). The notebook has no executed ou...",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,hsiehchuwei,data\kaggle\kaggle-diabetic\hsiehchuwei,synth-data\injected\repos\ml-bugs\000002_hsiehchuwei\cnn-based-detection-of-diabetic-retinopathy,2,1,kaggle_p1,0,1,wrong,FP,0.95,"If there is any model training, then all model parameters are updated during training (no frozen layers unless explicitly intended).",,"The repository contains explicit model training code (Cell 17 uses `attention_model.fit(...)` with `epochs=10`), and the model definition (Cell 14, line 15:13) explicitly freezes the pre-trained backbone with `base_pretrained_model.trainable = False`, where `base_pretrained_model` is an InceptionV3 model loaded from ImageNet. This means the vast majority of the model's parameters (all InceptionV3 weights) are frozen and will NOT be updated during training. The test requires that all model parameters are updated during training unless frozen layers are ""explicitly intended"" — while the freeze of the pretrained backbone may be intentional for transfer learning, the condition states that if the...","[/kaggle/repo/cnn-based-detection-of-diabetic-retinopathy.ipynb:15:9-15:43] — Contains the `create_deeper_attention_model` function where line 15:12 creates an InceptionV3 model and line 15:13 sets `base_pretrained_model.trainable = False` with a Chinese comment ""保持大部分預訓練層凍結"" (keep most pretrained layers frozen). Additionally, line 15:27 explicitly freezes another layer with `up_c2.trainable = False`. [/kaggle/repo/cnn-based-detection-of-diabetic-retinopathy.ipynb:17:96] — Shows the model is trained via `attention_model.fit(...)` with 10 epochs, confirming model training occurs while the InceptionV3 backbone remains frozen.",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
0,0.83,diabetic,hsiehchuwei,data\kaggle\kaggle-diabetic\hsiehchuwei,synth-data\injected\repos\ml-bugs\000002_hsiehchuwei\cnn-based-detection-of-diabetic-retinopathy,2,11,kaggle_p11,0,1,wrong,FP,0.9,Training dataloader shuffles or training dataset is shuffled for training; val/test do not shuffle.,,"The test case requires that the training dataloader shuffles data while the validation/test dataloaders do NOT shuffle. In the notebook's actual training code (Cell 16), both the training and validation generators use `ImageDataGenerator.flow_from_dataframe()` without explicitly setting the `shuffle` parameter. Since `flow_from_dataframe` defaults `shuffle=True`, both the training and validation generators shuffle their data. This means the validation generator incorrectly shuffles its data, violating the requirement that val/test do not shuffle.","[/kaggle/repo/cnn-based-detection-of-diabetic-retinopathy.ipynb:Cell 16] — The actual training loop uses: 1. `x_train_gen = train_datagen.flow_from_dataframe(train_df, directory=""."", x_col=""path"", y_col=""level"", target_size=(256, 256), batch_size=32, class_mode='categorical')` — no `shuffle` parameter (defaults to True, so training SHUFFLES ✓) 2. `x_test_gen = test_datagen.flow_from_dataframe(val_df, x_col=""path"", y_col=""level"", directory=""."", target_size=(256, 256), batch_size=32, class_mode='categorical')` — no `shuffle` parameter (defaults to True, so validation SHUFFLES ✗) Both generators lack explicit `shuffle=False` for the validation generator. The Keras `flow_from_dataframe` API defa...",results\synthetic\synthetic_kaggle_diabetic_AT-Qwen-Qwen3.6-35B-A3B-FP8-static_examples0_case_score_bands.jsonl
